dataset_name,source_site,topic,place_name,osm_type,osm_id,name,access,operator,surface,playground_type,lat,lon,tag_count,tags_json
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5331971723,,,,,,51.571522,-0.0062738,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5353278947,,,,,,51.4967393,-0.0664879,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5364065782,,,,,,51.5908541,0.2262898,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5370783340,Kidspace Romford,customers,Kidspace Romford,,,51.5746374,0.1793634,8,"{""access"": ""customers"", ""contact:instagram"": ""https://www.instagram.com/kidspaceromford/"", ""indoor"": ""yes"", ""leisure"": ""playground"", ""name"": ""Kidspace Romford"", ""operator"": ""Kidspace Romford"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""yes""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5590326343,Den Arena,,,,,51.4860742,-0.3560588,2,"{""leisure"": ""playground"", ""name"": ""Den Arena""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5590326350,,,,,,51.4868995,-0.3572184,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5599092643,,,,,,42.9959296,-81.3222938,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5604640610,,,,,,51.4774606,-0.1396519,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5612658697,,,,,,51.587758,0.0364942,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5627476566,,yes,,,,51.4692542,-0.1009503,2,"{""access"": ""yes"", ""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5828193788,Woodland Trail,,,,,51.543939,-0.0079146,4,"{""check_date"": ""2024-11-12"", ""leisure"": ""playground"", ""level"": ""-1"", ""name"": ""Woodland Trail""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5837200429,Kidspace Adventures,,,,,51.3567012,-0.1149063,11,"{""addr:city"": ""Croydon"", ""addr:housename"": ""Colonnades"", ""addr:housenumber"": ""619"", ""addr:postcode"": ""CR0 4RQ"", ""addr:street"": ""Purley Way"", ""addr:unit"": ""3"", ""contact:instagram"": ""https://www.instagram.com/kidspacecroydon/"", ""fhrs:authority"": ""Croydon"", ""fhrs:id"": ""22471"", ""leisure"": ""playground"", ""name"": ""Kidspace Adventures""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,5837230222,,,,,,51.4702037,-0.0838844,1,"{""leisure"": ""playground""}"
